CPRO,CMUN,NOMBRE
08,2153,Sant Hipòlit de Voltregà
08,1939,Sant Iscle de Vallalta
08,2166,Sant Jaume de Frontanyà
08,2188,Sant Joan de Vilatorrada
08,2172,Sant Joan Despí
08,9030,Sant Julià de Cerdanyola
08,2205,Sant Julià de Vilatorta
08,2212,Sant Just Desvern
08,2227,Sant Llorenç d'Hortons
08,2233,Sant Llorenç Savall
08,2251,Sant Martí d'Albars
08,2248,Sant Martí de Centelles
08,2264,Sant Martí de Tous
08,2270,Sant Martí Sarroca
08,2286,Sant Martí Sesgueioles
08,2299,Sant Mateu de Bages
08,2310,Sant Pere de Ribes
08,2325,Sant Pere de Riudebitlles
08,2331,Sant Pere de Torelló
08,2346,Sant Pere de Vilamajor
08,1897,Sant Pere Sallavinera
08,2359,Sant Pol de Mar
08,2362,Sant Quintí de Mediona
08,2378,Sant Quirze de Besora
08,2384,Sant Quirze del Vallès
08,2397,Sant Quirze Safaja
08,2401,Sant Sadurní d'Anoia
08,2418,Sant Sadurní d'Osormort
08,0983,Sant Salvador de Guardiola
08,2628,Sant Vicenç de Castellet
08,2649,Sant Vicenç de Montalt
08,2652,Sant Vicenç de Torelló
08,2634,Sant Vicenç dels Horts
08,2439,Santa Cecília de Voltregà
08,2444,Santa Coloma de Cervelló
08,2457,Santa Coloma de Gramenet
08,2460,Santa Eugènia de Berga
08,2476,Santa Eulàlia de Riuprimer
08,2482,Santa Eulàlia de Ronçana
08,2495,Santa Fe del Penedès
08,2508,Santa Margarida de Montbui
08,2515,Santa Margarida i els Monjos
08,2536,Santa Maria de Besora
08,2541,Santa Maria de Corcó
08,2567,Santa Maria de Martorelles
08,2554,Santa Maria de Merlès
08,2573,Santa Maria de Miralles
08,2592,Santa Maria de Palautordera
08,2589,Santa Maria d'Oló
08,2606,Santa Perpètua de Mogoda
08,2613,Santa Susanna
08,1923,Santpedor
08,2671,Sentmenat
08,2690,Seva
08,2704,Sitges
08,2711,Sobremunt
08,2726,Sora
08,2732,Subirats
08,2747,Súria
08,2763,Tagamanent
08,2779,Talamanca
08,2785,Taradell
08,2750,Tavèrnoles
08,2802,Tavertet
08,2819,Teià
08,2798,Terrassa
08,2824,Tiana
08,2830,Tona
08,2845,Tordera
08,2858,Torelló
08,2861,Torre de Claramunt (La)
08,2877,Torrelavit
08,2883,Torrelles de Foix
08,2896,Torrelles de Llobregat
08,2900,Ullastrell
08,2917,Vacarisses
08,2922,Vallbona d'Anoia
08,2938,Vallcebre
08,2943,Vallgorguina
08,2956,Vallirana
08,2969,Vallromanes
08,2975,Veciana
08,2981,Vic
08,2994,Vilada
08,3015,Viladecans
08,3008,Viladecavalls
08,3054,Vilafranca del Penedès
08,3067,Vilalba Sasserra
08,3036,Vilanova de Sau
08,3020,Vilanova del Camí
08,9024,Vilanova del Vallès
08,3073,Vilanova i la Geltrú
08,2140,Vilassar de Dalt
08,2191,Vilassar de Mar
08,3041,Vilobí del Penedès
08,3089,Viver i Serrateix
09,0011,Abajas
09,0032,Adrada de Haza
09,0063,Aguas Cándidas
09,0079,Aguilar de Bureba
09,0098,Albillos
09,0102,Alcocero de Mola
09,0119,Alfoz de Bricia
09,9070,Alfoz de Quintanadueñas
09,0124,Alfoz de Santa Gadea
09,0130,Altable
09,0145,Altos (Los)
09,0161,Ameyugo
09,0177,Anguix
09,0183,Aranda de Duero
09,0196,Arandilla
09,0200,Arauzo de Miel
09,0217,Arauzo de Salce
09,0222,Arauzo de Torre
09,0238,Arcos
09,0243,Arenillas de Riopisuerga
09,0256,Arija
09,0269,Arlanzón
09,0275,Arraya de Oca
09,0294,Atapuerca
09,0308,Ausines (Los)
09,0320,Avellanosa de Muñó
09,0336,Bahabón de Esgueva
09,0341,Balbases (Los)
09,0354,Baños de Valdearados
09,0367,Bañuelos de Bureba
09,0373,Barbadillo de Herreros
09,0389,Barbadillo del Mercado
09,0392,Barbadillo del Pez
09,0413,Barrio de Muñó
09,0434,Barrios de Bureba (Los)
09,0449,Barrios de Colina
09,0452,Basconcillos del Tozo
09,0465,Bascuñana
09,0471,Belbimbre
09,0487,Belorado
09,0503,Berberana
09,0510,Berlangas de Roa
09,0525,Berzosa de Bureba
09,0546,Bozoó
09,0559,Brazacorta
09,0562,Briviesca
09,0578,Bugedo
09,0584,Buniel
09,0597,Burgos
09,0601,Busto de Bureba
09,0618,Cabañes de Esgueva
09,0623,Cabezón de la Sierra
09,0644,Caleruega
09,0657,Campillo de Aranda
09,0660,Campolara
09,0676,Canicosa de la Sierra
09,0682,Cantabrana
09,0709,Carazo
09,0716,Carcedo de Bureba
09,0721,Carcedo de Burgos
09,0737,Cardeñadijo
09,0742,Cardeñajimeno
09,0755,Cardeñuela Riopico
09,0768,Carrias
09,0774,Cascajares de Bureba
09,0780,Cascajares de la Sierra
09,0793,Castellanos de Castro
09,0835,Castil de Peones
09,0829,Castildelgado
09,0840,Castrillo de la Reina
09,0853,Castrillo de la Vega
09,0888,Castrillo de Riopisuerga
09,0866,Castrillo del Val
09,0905,Castrillo Matajudíos
09,0912,Castrojeriz
09,0639,Cavia
09,0933,Cayuela
09,0948,Cebrecos
09,0951,Celada del Camino
09,0986,Cerezo de Río Tirón
09,1003,Cerratón de Juarros
09,1010,Ciadoncha
09,1025,Cillaperlata
09,1031,Cilleruelo de Abajo
09,1046,Cilleruelo de Arriba
09,1059,Ciruelos de Cervera
09,1084,Cogollos
09,1097,Condado de Treviño
09,1101,Contreras
09,1123,Coruña del Conde
09,1139,Covarrubias
09,1144,Cubillo del Campo
09,1157,Cubo de Bureba
09,1176,Cueva de Roa (La)
09,1195,Cuevas de San Clemente
09,1209,Encío
09,1221,Espinosa de Cervera
09,1242,Espinosa de los Monteros
09,1237,Espinosa del Camino
09,1255,Estépar
09,1274,Fontioso
09,1280,Frandovínez
09,1293,Fresneda de la Sierra Tirón
09,1307,Fresneña
09,1314,Fresnillo de las Dueñas
09,1329,Fresno de Río Tirón
09,1335,Fresno de Rodilla
09,1340,Frías
09,1353,Fuentebureba
09,1366,Fuentecén
09,1372,Fuentelcésped
09,1388,Fuentelisendo
09,1391,Fuentemolinos
09,1405,Fuentenebro
09,1412,Fuentespina
09,1433,Galbarros
09,1448,Gallega (La)
09,1486,Grijalba
09,1499,Grisaleña
09,1519,Gumiel de Izán
09,1524,Gumiel de Mercado
09,1545,Hacinas
09,1558,Haza
09,1596,Hontanas
09,1600,Hontangas
09,1622,Hontoria de la Cantera
09,1643,Hontoria de Valdearados
09,1638,Hontoria del Pinar
09,1669,Hormazas (Las)
09,1675,Hornillos del Camino
09,1681,Horra (La)
09,1694,Hortigüela
09,1708,Hoyales de Roa
09,1720,Huérmeces
09,1736,Huerta de Arriba
09,1741,Huerta de Rey
09,1754,Humada
09,1767,Hurones
09,1773,Ibeas de Juarros
09,1789,Ibrillos
09,1792,Iglesiarrubia
09,1806,Iglesias
09,1813,Isar
09,1828,Itero del Castillo
09,1834,Jaramillo de la Fuente
09,1849,Jaramillo Quemado
09,1890,Junta de Traslaloma
09,1904,Junta de Villalba de Losa
09,1911,Jurisdicción de Lara
09,1926,Jurisdicción de San Zadornil
09,1947,Lerma
09,1950,Llano de Bureba
09,1963,Madrigal del Monte
09,1979,Madrigalejo del Monte
09,1985,Mahamud
09,1998,Mambrilla de Castrejón
09,2002,Mambrillas de Lara
09,2019,Mamolar
09,2024,Manciles
09,2061,Mazuela
09,2083,Mecerreyes
09,2096,Medina de Pomar
09,2117,Melgar de Fernamental
09,2138,Merindad de Cuesta-Urria
09,2143,Merindad de Montija
09,9064,Merindad de Río Ubierna
09,2156,Merindad de Sotoscueva
09,2169,Merindad de Valdeporres
09,2175,Merindad de Valdivielso
09,2181,Milagros
09,2194,Miranda de Ebro
09,2208,Miraveche
09,2215,Modúbar de la Emparedada
09,2236,Monasterio de la Sierra
09,2241,Monasterio de Rodilla
09,2254,Moncalvillo
09,2267,Monterrubio de la Demanda
09,2273,Montorio
09,2289,Moradillo de Roa
09,2292,Nava de Roa
09,2306,Navas de Bureba
09,2313,Nebreda
09,2328,Neila
09,2352,Olmedillo de Roa
09,2365,Olmillos de Muñó
09,2387,Oña
09,2390,Oquillas
09,2411,Orbaneja Riopico
09,2426,Padilla de Abajo
09,2432,Padilla de Arriba
09,2447,Padrones de Bureba
09,2463,Palacios de la Sierra
09,2479,Palacios de Riopisuerga
09,2485,Palazuelos de la Sierra
09,2498,Palazuelos de Muñó
09,2501,Pampliega
09,2518,Pancorbo
09,2539,Pardilla
09,2557,Partido de la Sierra en Tobalina
09,2560,Pedrosa de Duero
09,2595,Pedrosa de Río Úrbel
09,2576,Pedrosa del Páramo
09,2582,Pedrosa del Príncipe
09,2616,Peñaranda de Duero
09,2621,Peral de Arlanza
09,2655,Piérnigas
09,2668,Pineda de la Sierra
09,2674,Pineda Trasmonte
09,2680,Pinilla de los Barruecos
09,2693,Pinilla de los Moros
09,2707,Pinilla Trasmonte
09,2729,Poza de la Sal
09,2735,Prádanos de Bureba
09,2740,Pradoluengo
09,2753,Presencio
09,2766,Puebla de Arganzón (La)
09,2772,Puentedura
09,2791,Quemada
09,2812,Quintana del Pidio
09,2805,Quintanabureba
09,2833,Quintanaélez
09,2870,Quintanaortuño
09,2886,Quintanapalla
09,2899,Quintanar de la Sierra
09,2925,Quintanavides
09,2946,Quintanilla de la Mata
09,9012,Quintanilla del Agua y Tordueles
09,2959,Quintanilla del Coco
09,2984,Quintanilla San García
09,3018,Quintanilla Vivar
09,2978,Quintanillas (Las)
09,3023,Rabanera del Pinar
09,3039,Rábanos
09,3044,Rabé de las Calzadas
09,3060,Rebolledo de la Torre
09,3076,Redecilla del Camino
09,3082,Redecilla del Campo
09,3095,Regumiel de la Sierra
09,3109,Reinoso
09,3116,Retuerta
09,3142,Revilla del Campo
09,3168,Revilla Vallejera
09,3121,Revilla y Ahedo (La)
09,3155,Revillarruz
09,3174,Rezmondo
09,3180,Riocavado de la Sierra
09,3214,Roa
09,3235,Rojas
09,3253,Royuela de Río Franco
09,3266,Rubena
09,3272,Rublacedo de Abajo
09,3288,Rucandio
09,3291,Salas de Bureba
09,3305,Salas de los Infantes
09,3327,Saldaña de Burgos
09,3348,Salinillas de Bureba
09,3351,San Adrián de Juarros
09,3370,San Juan del Monte
09,3386,San Mamés de Burgos
09,3399,San Martín de Rubiales
09,3403,San Millán de Lara
09,3608,San Vicente del Valle
09,3431,Santa Cecilia
09,3459,Santa Cruz de la Salceda
09,3462,Santa Cruz del Valle Urbión
09,3478,Santa Gadea del Cid
09,3484,Santa Inés
09,3500,Santa María del Campo
09,3517,Santa María del Invierno
09,3522,Santa María del Mercadillo
09,3538,Santa María Rivarredonda
09,3543,Santa Olalla de Bureba
09,3556,Santibáñez de Esgueva
09,3569,Santibáñez del Val
09,3581,Santo Domingo de Silos
09,3615,Sargentes de la Lora
09,3620,Sarracín
09,3636,Sasamón
09,3654,Sequera de Haza (La)
09,3667,Solarana
09,3689,Sordillos
09,3692,Sotillo de la Ribera
09,3728,Sotragero
09,3734,Sotresgudo
09,3749,Susinos del Páramo
09,3752,Tamarón
09,3771,Tardajos
09,3787,Tejada
09,3804,Terradillos de Esgueva
09,3811,Tinieblas de la Sierra
09,3826,Tobar
09,3847,Tordómar
09,3863,Torrecilla del Monte
09,3879,Torregalindo
09,3885,Torrelara
09,3898,Torrepadre
09,3902,Torresandino
09,3919,Tórtoles de Esgueva
09,3924,Tosantos
09,3945,Trespaderne
09,3958,Tubilla del Agua
09,3961,Tubilla del Lago
09,3983,Úrbel del Castillo
09,4000,Vadocondes
09,4038,Valdeande
09,4056,Valdezate
09,4069,Valdorros
09,4081,Vallarta de Bureba
09,9048,Valle de las Navas
09,9086,Valle de Losa
09,4094,Valle de Manzanedo
09,4108,Valle de Mena
09,4115,Valle de Oca
09,9027,Valle de Santibáñez
09,9051,Valle de Sedano
09,4120,Valle de Tobalina
09,4136,Valle de Valdebezana
09,4141,Valle de Valdelaguna
09,4154,Valle de Valdelucio
09,4167,Valle de Zamanzas
09,4173,Vallejera
09,4189,Valles de Palenzuela
09,4192,Valluércanes
09,4075,Valmala
09,4228,Vid de Bureba (La)
09,4213,Vid y Barrios (La)
09,4234,Vileña
09,4271,Villadiego
09,4287,Villaescusa de Roa
09,4290,Villaescusa la Sombría
09,4304,Villaespasa
09,4311,Villafranca Montes de Oca
09,4326,Villafruela
09,4332,Villagalijo
09,4347,Villagonzalo Pedernales
09,4379,Villahoz
09,4385,Villalba de Duero
09,4398,Villalbilla de Burgos
09,4402,Villalbilla de Gumiel
09,4419,Villaldemiro
09,4424,Villalmanzo
09,4430,Villamayor de los Montes
09,4445,Villamayor de Treviño
09,4458,Villambistia
09,4461,Villamedianilla
09,4477,Villamiel de la Sierra
09,4483,Villangómez
09,4496,Villanueva de Argaño
09,4509,Villanueva de Carazo
09,4516,Villanueva de Gumiel
09,4542,Villanueva de Teba
09,4555,Villaquirán de la Puebla
09,4568,Villaquirán de los Infantes
09,9033,Villarcayo de Merindad de Castilla la Vieja
09,4580,Villariezo
09,4607,Villasandino
09,4635,Villasur de Herreros
09,4640,Villatuelda
09,4666,Villaverde del Monte
09,4672,Villaverde-Mogina
09,4712,Villayerno Morquillas
09,4727,Villazopeque
09,4733,Villegas
09,4764,Villoruebo
09,4249,Viloria de Rioja
09,4252,Vilviestre del Pinar
09,4786,Vizcaínos
09,4803,Zael
09,4825,Zarzosa de Río Pisuerga
09,4831,Zazuar
09,4859,Zuñeda
10,0015,Abadía
10,0020,Abertura
10,0036,Acebo
10,0041,Acehúche
10,0054,Aceituna
10,0067,Ahigal
10,0073,Albalá
10,0089,Alcántara
10,0092,Alcollarín
10,0106,Alcuéscar
10,0128,Aldea del Cano
10,0134,Aldea del Obispo (La)
10,0113,Aldeacentenera
10,0149,Aldeanueva de la Vera
10,0152,Aldeanueva del Camino
10,0165,Aldehuela de Jerte
10,0171,Alía
10,0187,Aliseda
10,0190,Almaraz
10,0204,Almoharín
10,0211,Arroyo de la Luz
10,0232,Arroyomolinos
10,0226,Arroyomolinos de la Vera
10,0247,Baños de Montemayor
10,0250,Barrado
10,0263,Belvís de Monroy
10,0279,Benquerencia
10,0285,Berrocalejo
10,0298,Berzocana
10,0302,Bohonal de Ibor
10,0319,Botija
10,0324,Brozas
10,0330,Cabañas del Castillo
10,0345,Cabezabellosa
10,0358,Cabezuela del Valle
10,0361,Cabrero
10,0377,Cáceres
10,0383,Cachorrilla
10,0396,Cadalso
10,0400,Calzadilla
10,0417,Caminomorisco
10,0422,Campillo de Deleitosa
10,0438,Campo Lugar
10,0443,Cañamero
10,0456,Cañaveral
10,0469,Carbajo
10,0475,Carcaboso
10,0481,Carrascalejo
10,0494,Casar de Cáceres
10,0507,Casar de Palomero
10,0514,Casares de las Hurdes
10,0529,Casas de Don Antonio
10,0535,Casas de Don Gómez
10,0566,Casas de Millán
10,0572,Casas de Miravete
10,0540,Casas del Castañar
10,0553,Casas del Monte
10,0588,Casatejada
10,0591,Casillas de Coria
10,0605,Castañar de Ibor
10,0612,Ceclavín
10,0627,Cedillo
10,0633,Cerezo
10,0648,Cilleros
10,0651,Collado
10,0664,Conquista de la Sierra
10,0670,Coria
10,0686,Cuacos de Yuste
10,0699,Cumbre (La)
10,0703,Deleitosa
10,0710,Descargamaría
10,0725,Eljas
10,0731,Escurial
10,0759,Fresnedoso de Ibor
10,0762,Galisteo
10,0778,Garciaz
10,0784,Garganta (La)
10,0797,Garganta la Olla
10,0801,Gargantilla
10,0818,Gargüera
10,0823,Garrovillas de Alconétar
10,0839,Garvín
10,0844,Gata
10,0857,Gordo (El)
10,0860,Granja (La)
10,0876,Guadalupe
10,0882,Guijo de Coria
10,0895,Guijo de Galisteo
10,0909,Guijo de Granadilla
10,0916,Guijo de Santa Bárbara
10,0921,Herguijuela
10,0937,Hernán-Pérez
10,0942,Herrera de Alcántara
10,0955,Herreruela
10,0968,Hervás
10,0974,Higuera
10,0980,Hinojal
10,0993,Holguera
10,1007,Hoyos
10,1014,Huélaga
10,1029,Ibahernando
10,1035,Jaraicejo
10,1040,Jaraíz de la Vera
10,1053,Jarandilla de la Vera
10,1066,Jarilla
10,1072,Jerte
10,1088,Ladrillar
10,1091,Logrosán
10,1105,Losar de la Vera
10,1112,Madrigal de la Vera
10,1127,Madrigalejo
10,1133,Madroñera
10,1148,Majadas
10,1151,Malpartida de Cáceres
10,1164,Malpartida de Plasencia
10,1170,Marchagaz
10,1186,Mata de Alcántara
10,1199,Membrío
10,1203,Mesas de Ibor
10,1210,Miajadas
10,1225,Millanes
10,1231,Mirabel
10,1246,Mohedas de Granadilla
10,1259,Monroy
10,1262,Montánchez
10,1278,Montehermoso
10,1284,Moraleja
10,1297,Morcillo
10,1301,Navaconcejo
10,1318,Navalmoral de la Mata
10,1323,Navalvillar de Ibor
10,1339,Navas del Madroño
10,1344,Navezuelas
10,1357,Nuñomoral
10,1360,Oliva de Plasencia
10,1376,Palomero
10,1382,Pasarón de la Vera
10,1395,Pedroso de Acim
10,1409,Peraleda de la Mata
10,1416,Peraleda de San Román
10,1421,Perales del Puerto
10,1437,Pescueza
10,1442,Pesga (La)
10,1455,Piedras Albas
10,1468,Pinofranqueado
10,1474,Piornal
10,1480,Plasencia
10,1493,Plasenzuela
10,1506,Portaje
10,1513,Portezuelo
10,1528,Pozuelo de Zarzón
10,1534,Puerto de Santa Cruz
10,1549,Rebollar
10,1552,Riolobos
10,1565,Robledillo de Gata
10,1571,Robledillo de la Vera
10,1587,Robledillo de Trujillo
10,1590,Robledollano
10,1604,Romangordo
10,9016,Rosalejo
10,1611,Ruanes
10,1626,Salorino
10,1632,Salvatierra de Santiago
10,1647,San Martín de Trevejo
10,1650,Santa Ana
10,1663,Santa Cruz de la Sierra
10,1679,Santa Cruz de Paniagua
10,1685,Santa Marta de Magasca
10,1698,Santiago de Alcántara
10,1702,Santiago del Campo
10,1719,Santibáñez el Alto
10,1724,Santibáñez el Bajo
10,1730,Saucedilla
10,1745,Segura de Toro
10,1758,Serradilla
10,1761,Serrejón
10,1777,Sierra de Fuentes
10,1783,Talaván
10,1796,Talaveruela de la Vera
10,1800,Talayuela
10,1817,Tejeda de Tiétar
10,1822,Toril
10,1838,Tornavacas
10,1843,Torno (El)
10,1875,Torre de Don Miguel
10,1881,Torre de Santa María
10,1856,Torrecilla de los Ángeles
10,1869,Torrecillas de la Tiesa
10,1908,Torrejón el Rubio
10,1894,Torrejoncillo
10,1915,Torremenga
10,1920,Torremocha
10,1936,Torreorgaz
10,1941,Torrequemada
10,1954,Trujillo
10,1967,Valdastillas
10,1973,Valdecañas de Tajo
10,1989,Valdefuentes
10,1992,Valdehúncar
10,2006,Valdelacasa de Tajo
10,2013,Valdemorales
10,2028,Valdeobispo
10,2034,Valencia de Alcántara
10,2049,Valverde de la Vera
10,2052,Valverde del Fresno
10,2065,Viandar de la Vera
10,2071,Villa del Campo
10,2087,Villa del Rey
10,2090,Villamesías
10,2104,Villamiel
10,2111,Villanueva de la Sierra
10,2126,Villanueva de la Vera
10,2147,Villar de Plasencia
10,2132,Villar del Pedroso
10,2150,Villasbuenas de Gata
10,2163,Zarza de Granadilla
10,2179,Zarza de Montánchez
10,2185,Zarza la Mayor
10,2198,Zorita
11,0012,Alcalá de los Gazules
11,0027,Alcalá del Valle
11,0033,Algar
11,0048,Algeciras
11,0051,Algodonales
11,0064,Arcos de la Frontera
11,0070,Barbate
11,0086,Barrios (Los)
11,9013,Benalup-Casas Viejas
11,0099,Benaocaz
11,0103,Bornos
11,0110,Bosque (El)
11,0125,Cádiz
11,0131,Castellar de la Frontera
11,0159,Chiclana de la Frontera
11,0162,Chipiona
11,0146,Conil de la Frontera
11,0178,Espera
11,0184,Gastor (El)
11,0197,Grazalema
11,0201,Jerez de la Frontera
11,0218,Jimena de la Frontera
11,0223,Línea de la Concepción (La)
11,0239,Medina-Sidonia
11,0244,Olvera
11,0257,Paterna de Rivera
11,0260,Prado del Rey
11,0276,Puerto de Santa María (El)
11,0282,Puerto Real
11,0295,Puerto Serrano
11,0309,Rota
11,0316,San Fernando
11,9028,San José del Valle
11,0337,San Roque
11,0321,Sanlúcar de Barrameda
11,0342,Setenil de las Bodegas
11,0355,Tarifa
11,0368,Torre Alháquime
11,0374,Trebujena
11,0380,Ubrique
11,0393,Vejer de la Frontera
11,0407,Villaluenga del Rosario
11,0414,Villamartín
11,0429,Zahara
12,0022,Aín
12,0038,Albocàsser
12,0043,Alcalà de Xivert
12,0056,Alcora (l')
12,0069,Alcudia de Veo
12,0075,Alfondeguilla
12,0081,Algimia de Almonacid
12,0094,Almazora/Almassora
12,0108,Almedíjar
12,0115,Almenara
12,9018,Alquerías del Niño Perdido
12,0120,Altura
12,0136,Arañuel
12,0141,Ares del Maestre
12,0154,Argelita
12,0167,Artana
12,0017,Atzeneta del Maestrat
12,0173,Ayódar
12,0189,Azuébar
12,0206,Barracas
12,0228,Bejís
12,0249,Benafer
12,0252,Benafigos
12,0265,Benasal
12,0271,Benicarló
12,0287,Benicasim/Benicàssim
12,0290,Benlloch
12,0213,Betxí
12,0311,Borriol
12,0326,Burriana
12,0332,Cabanes
12,0347,Càlig
12,0363,Canet lo Roig
12,0379,Castell de Cabres
12,0385,Castellfort
12,0398,Castellnovo
12,0402,Castellón de la Plana/Castelló de la Plana
12,0419,Castillo de Villamalefa
12,0424,Catí
12,0430,Caudiel
12,0445,Cervera del Maestre
12,0521,Chert/Xert
12,0537,Chilches/Xilxes
12,0555,Chodos/Xodos
12,0568,Chóvar
12,0458,Cinctorres
12,0461,Cirat
12,0483,Cortes de Arenoso
12,0496,Costur
12,0509,Coves de Vinromà (les)
12,0516,Culla
12,0574,Eslida
12,0580,Espadilla
12,0593,Fanzara
12,0607,Figueroles
12,0614,Forcall
12,0635,Fuente la Reina
12,0640,Fuentes de Ayódar
12,0653,Gaibiel
12,0672,Geldo
12,0688,Herbés
12,0691,Higueras
12,0705,Jana (la)
12,0712,Jérica
12,0748,Llosa (la)
12,0727,Lucena del Cid
12,0733,Ludiente
12,0751,Mata de Morella (la)
12,0764,Matet
12,0770,Moncofa
12,0786,Montán
12,0799,Montanejos
12,0803,Morella
12,0810,Navajas
12,0825,Nules
12,0831,Olocau del Rey
12,0846,Onda
12,0859,Oropesa del Mar/Orpesa
12,0878,Palanques
12,0884,Pavías
12,0897,Peñíscola
12,0901,Pina de Montalgrao
12,0939,Pobla de Benifassà (la)
12,0944,Pobla Tornesa (la)
12,0918,Portell de Morella
12,0923,Puebla de Arenoso
12,0957,Ribesalbes
12,0960,Rossell
12,0976,Sacañet
12,0982,Salzadella (la)
12,1016,San Rafael del Río
12,9023,Sant Joan de Moró
12,0995,Sant Jordi/San Jorge
12,1009,Sant Mateu
12,1021,Santa Magdalena de Pulpis
12,1037,Sarratella
12,1042,Segorbe
12,1055,Sierra Engarcerán
12,1068,Soneja
12,1074,Sot de Ferrer
12,1080,Sueras/Suera
12,1093,Tales
12,1107,Teresa
12,1114,Tírig
12,1129,Todolella
12,1135,Toga
12,1140,Torás
12,1153,Toro (El)
12,1166,Torralba del Pinar
12,1191,Torre d'En Besora (la)
12,1205,Torre Endoménech
12,1172,Torreblanca
12,1188,Torrechiva
12,1212,Traiguera
12,1227,Useras/Useres (les)
12,1248,Vall d'Alba
12,1251,Vall de Almonacid
12,1264,Vall d'Uixó (la)
12,1233,Vallat
12,1270,Vallibona
12,1286,Vilafamés
12,1325,Vilanova d'Alcolea
12,1346,Vilar de Canes
12,1359,Vila-real
12,1362,Vilavella (la)
12,1299,Villafranca del Cid/Vilafranca
12,1303,Villahermosa del Río
12,1310,Villamalur
12,1331,Villanueva de Viver
12,1378,Villores
12,1384,Vinaròs
12,1397,Vistabella del Maestrazgo
12,1401,Viver
12,1418,Zorita del Maestrazgo
12,1423,Zucaina
13,0013,Abenójar
13,0028,Agudo
13,0034,Alamillo
13,0049,Albaladejo
13,0052,Alcázar de San Juan
13,0065,Alcoba
13,0071,Alcolea de Calatrava
13,0087,Alcubillas
13,0090,Aldea del Rey
13,0104,Alhambra
13,0111,Almadén
13,0126,Almadenejos
13,0132,Almagro
13,0147,Almedina
13,0150,Almodóvar del Campo
13,0163,Almuradiel
13,0179,Anchuras
13,9035,Arenales de San Gregorio
13,0185,Arenas de San Juan
13,0198,Argamasilla de Alba
13,0202,Argamasilla de Calatrava
13,0219,Arroba de los Montes
13,0224,Ballesteros de Calatrava
13,0230,Bolaños de Calatrava
13,0245,Brazatortas
13,0258,Cabezarados
13,0261,Cabezarrubias del Puerto
13,0277,Calzada de Calatrava
13,0283,Campo de Criptana
13,0296,Cañada de Calatrava
13,0300,Caracuel de Calatrava
13,0317,Carrión de Calatrava
13,0322,Carrizosa
13,0338,Castellar de Santiago
13,0381,Chillón
13,0343,Ciudad Real
13,0356,Corral de Calatrava
13,0369,Cortijos (Los)
13,0375,Cózar
13,0394,Daimiel
13,0408,Fernán Caballero
13,0415,Fontanarejo
13,0420,Fuencaliente
13,0436,Fuenllana
13,0441,Fuente el Fresno
13,0454,Granátula de Calatrava
13,0467,Guadalmez
13,0473,Herencia
13,0489,Hinojosas de Calatrava
13,0492,Horcajo de los Montes
13,0505,Labores (Las)
13,9040,Llanos del Caudillo
13,0512,Luciana
13,0527,Malagón
13,0533,Manzanares
13,0548,Membrilla
13,0551,Mestanza
13,0564,Miguelturra
13,0570,Montiel
13,0586,Moral de Calatrava
13,0599,Navalpino
13,0603,Navas de Estena
13,0610,Pedro Muñoz
13,0625,Picón
13,0631,Piedrabuena
13,0646,Poblete
13,0659,Porzuna
13,0662,Pozuelo de Calatrava
13,0678,Pozuelos de Calatrava (Los)
13,0684,Puebla de Don Rodrigo
13,0697,Puebla del Príncipe
13,0701,Puerto Lápice
13,0718,Puertollano
13,0723,Retuerta del Bullaque
13,9014,Robledo (El)
13,9029,Ruidera
13,0739,Saceruela
13,0744,San Carlos del Valle
13,0757,San Lorenzo de Calatrava
13,0760,Santa Cruz de los Cáñamos
13,0776,Santa Cruz de Mudela
13,0782,Socuéllamos
13,0795,Solana (La)
13,0809,Solana del Pino
13,0816,Terrinches
13,0821,Tomelloso
13,0837,Torralba de Calatrava
13,0842,Torre de Juan Abad
13,0855,Torrenueva
13,0868,Valdemanco del Esteras
13,0874,Valdepeñas
13,0880,Valenzuela de Calatrava
13,0893,Villahermosa
13,0907,Villamanrique
13,0914,Villamayor de Calatrava
13,0929,Villanueva de la Fuente
13,0935,Villanueva de los Infantes
13,0940,Villanueva de San Carlos
13,0953,Villar del Pozo
13,0966,Villarrubia de los Ojos
13,0972,Villarta de San Juan
13,0988,Viso del Marqués
14,0018,Adamuz
14,0023,Aguilar de la Frontera
14,0039,Alcaracejos
14,0044,Almedinilla
14,0057,Almodóvar del Río
14,0060,Añora
14,0076,Baena
14,0082,Belalcázar
14,0095,Belmez
14,0109,Benamejí
14,0116,Blázquez (Los)
14,0121,Bujalance
14,0137,Cabra
14,0142,Cañete de las Torres
14,0155,Carcabuey
14,0168,Cardeña
14,0174,Carlota (La)
14,0180,Carpio (El)
14,0193,Castro del Río
14,0207,Conquista
14,0214,Córdoba
14,0229,Doña Mencía
14,0235,Dos Torres
14,0240,Encinas Reales
14,0253,Espejo
14,0266,Espiel
14,0272,Fernán-Núñez
14,0288,Fuente la Lancha
14,0291,Fuente Obejuna
14,0305,Fuente Palmera
14,0312,Fuente-Tójar
14,0327,Granjuela (La)
14,0333,Guadalcázar
14,0348,Guijo (El)
14,0351,Hinojosa del Duque
14,0364,Hornachuelos
14,0370,Iznájar
14,0386,Lucena
14,0399,Luque
14,0403,Montalbán de Córdoba
14,0410,Montemayor
14,0425,Montilla
14,0431,Montoro
14,0446,Monturque
14,0459,Moriles
14,0462,Nueva Carteya
